Power ISA 2.07 Book V Instructions
============================================================

evaddumiaaw          EVX        SP                             Vector Add Unsigned, Modulo, Integer to 
evaddusiaaw          EVX        SP                             Vector Add Unsigned, Saturate, Integer t
evaddw               EVX        SP                             Vector Add Word
evand                EVX        SP                             Vector AND
evandc               EVX        SP                             Vector AND with Complement
evcmpeq              EVX        SP                             Vector Compare Equal
evcmpgts             EVX        SP                             Vector Compare Greater Than Signed
evcmpgtu             EVX        SP                             Vector Compare Greater Than Unsigned
evcmplts             EVX        SP                             Vector Compare Less Than Signed
evcmpltu             EVX        SP                             Vector Compare Less Than Unsigned
evcntlsw             EVX        SP                             Vector Count Leading Signed Bits Word
evcntlzw             EVX        SP                             Vector Count Leading Zeros Word
evdivws              EVX        SP                             Vector Divide Word Signed
evdivwu              EVX        SP                             Vector Divide Word Unsigned
eveqv                EVX        SP                             Vector Equivalent
evextsb              EVX        SP                             Vector Extend Sign Byte
evextsh              EVX        SP                             Vector Extend Sign Halfword
evfsabs              EVX        SP.FV                          Vector Floating-Point Single-Precision A
evfsadd              EVX        SP.FV                          Vector Floating-Point Single-Precision A
evfscfsf             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfscfsi             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfscfuf             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfscfui             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfscmpeq            EVX        SP.FV                          Vector Floating-Point Single-Precision C
evfscmpgt            EVX        SP.FV                          Vector Floating-Point Single-Precision C
evfscmplt            EVX        SP.FV                          Vector Floating-Point Single-Precision C
evfsctsf             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfsctsi             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfsctsiz            EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfsctuf             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfsctui             EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfsctuiz            EVX        SP.FV                          Vector Convert Floating-Point Single-Pre
evfsdiv              EVX        SP.FV                          Vector Floating-Point Single-Precision D
evfsmul              EVX        SP.FV                          Vector Floating-Point Single-Precision M
evfsnabs             EVX        SP.FV                          Vector Floating-Point Single-Precision N
evfsneg              EVX        SP.FV                          Vector Floating-Point Single-Precision N
evfssub              EVX        SP.FV                          Vector Floating-Point Single-Precision S
evfststeq            EVX        SP.FV                          Vector Floating-Point Single-Precision T
evfststgt            EVX        SP.FV                          Vector Floating-Point Single-Precision T
evfststlt            EVX        SP.FV                          Vector Floating-Point Single-Precision T
evldd                EVX        SP                             Vector Load Double Word into Double Word
evlddepx             EVX        P, E.PD                        Vector Load Doubleword into Doubleword b
evlddx               EVX        SP                             Vector Load Double Word into Double Word
evldh                EVX        SP                             Vector Load Double Word into Four Halfwo
evldhx               EVX        SP                             Vector Load Double Word into Four Halfwo
evldw                EVX        SP                             Vector Load Double Word into Two Words
evldwx               EVX        SP                             Vector Load Double Word into Two Words I
evlhhesplat          EVX        SP                             Vector Load Halfword into Halfwords Even
evlhhesplatx         EVX        SP                             Vector Load Halfword into Halfwords Even
evlhhossplat         EVX        SP                             Vector Load Halfword into Halfword Odd a
evlhhossplatx        EVX        SP                             Vector Load Halfword into Halfword Odd S
evlhhousplat         EVX        SP                             Vector Load Halfword into Halfword Odd U
evlhhousplatx        EVX        SP                             Vector Load Halfword into Halfword Odd U
evlwhe               EVX        SP                             Vector Load Word into Two Halfwords Even
evlwhex              EVX        SP                             Vector Load Word into Two Halfwords Even
evlwhos              EVX        SP                             Vector Load Word into Two Halfwords Odd 
evlwhosx             EVX        SP                             Vector Load Word into Two Halfwords Odd 
evlwhou              EVX        SP                             Vector Load Word into Two Halfwords Odd 
evlwhoux             EVX        SP                             Vector Load Word into Two Halfwords Odd 
evlwhsplat           EVX        SP                             Vector Load Word into Two Halfwords and 
evlwhsplatx          EVX        SP                             Vector Load Word into Two Halfwords and 
evlwwsplat           EVX        SP                             Vector Load Word into Word and Splat
evlwwsplatx          EVX        SP                             Vector Load Word into Word and Splat Ind
evmergehi            EVX        SP                             Vector Merge High
evmergehilo          EVX        SP                             Vector Merge High/Low
evmergelo            EVX        SP                             Vector Merge Low
evmergelohi          EVX        SP                             Vector Merge Low/High
evmhegsmfaa          EVX        SP                             Vector Multiply Halfwords, Even, Guarded
evmhegsmfan          EVX        SP                             Vector Multiply Halfwords, Even, Guarded
evmhegsmiaa          EVX        SP                             Vector Multiply Halfwords, Even, Guarded
evmhegsmian          EVX        SP                             Vector Multiply Halfwords, Even, Guarded
evmhegumiaa          EVX        SP                             Vector Multiply Halfwords, Even, Guarded
evmhegumian          EVX        SP                             Vector Multiply Halfwords, Even, Guarded
evmhesmf             EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmfa            EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmfaaw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmfanw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmi             EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmia            EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmiaaw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhesmianw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhessf             EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhessfa            EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhessfaaw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhessfanw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhessiaaw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmhessianw          EVX        SP                             Vector Multiply Halfwords, Even, Signed,
evmheumi             EVX        SP                             Vector Multiply Halfwords, Even, Unsigne
evmheumia            EVX        SP                             Vector Multiply Halfwords, Even, Unsigne
evmheumiaaw          EVX        SP                             Vector Multiply Halfwords, Even, Unsigne
evmheumianw          EVX        SP                             Vector Multiply Halfwords, Even, Unsigne
evmheusiaaw          EVX        SP                             Vector Multiply Halfwords, Even, Unsigne
evmheusianw          EVX        SP                             Vector Multiply Halfwords, Even, Unsigne
evmhogsmfaa          EVX        SP                             Vector Multiply Halfwords, Odd, Guarded,
evmhogsmfan          EVX        SP                             Vector Multiply Halfwords, Odd, Guarded,
evmhogsmiaa          EVX        SP                             Vector Multiply Halfwords, Odd, Guarded,
evmhogsmian          EVX        SP                             Vector Multiply Halfwords, Odd, Guarded,
evmhogumiaa          EVX        SP                             Vector Multiply Halfwords, Odd, Guarded,
evmhogumian          EVX        SP                             Vector Multiply Halfwords, Odd, Guarded,
evmhosmf             EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmfa            EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmfaaw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmfanw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmi             EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmia            EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmiaaw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhosmianw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhossf             EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhossfa            EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhossfaaw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhossfanw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhossiaaw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhossianw          EVX        SP                             Vector Multiply Halfwords, Odd, Signed, 
evmhoumi             EVX        SP                             Vector Multiply Halfwords, Odd, Unsigned
evmhoumia            EVX        SP                             Vector Multiply Halfwords, Odd, Unsigned
evmhoumiaaw          EVX        SP                             Vector Multiply Halfwords, Odd, Unsigned
evmhoumianw          EVX        SP                             Vector Multiply Halfwords, Odd, Unsigned
evmhousiaaw          EVX        SP                             Vector Multiply Halfwords, Odd, Unsigned
evmhousianw          EVX        SP                             Vector Multiply Halfwords, Odd, Unsigned
evmra                EVX        SP                             Initialize Accumulator
evmwhsmf             EVX        SP                             Vector Multiply Word High Signed, Modulo
evmwhsmfa            EVX        SP                             Vector Multiply Word High Signed, Modulo
evmwhsmi             EVX        SP                             Vector Multiply Word High Signed, Modulo
evmwhsmia            EVX        SP                             Vector Multiply Word High Signed, Modulo
evmwhssf             EVX        SP                             Vector Multiply Word High Signed, Satura
evmwhssfa            EVX        SP                             Vector Multiply Word High Signed, Satura
evmwhumi             EVX        SP                             Vector Multiply Word High Unsigned, Modu
evmwhumia            EVX        SP                             Vector Multiply Word High Unsigned, Modu
evmwlsmiaaw          EVX        SP                             Vector Multiply Word Low Signed, Modulo,
evmwlsmianw          EVX        SP                             Vector Multiply Word Low Signed, Modulo,
evmwlssiaaw          EVX        SP                             Vector Multiply Word Low Signed, Saturat
evmwlssianw          EVX        SP                             Vector Multiply Word Low Signed, Saturat
evmwlumi             EVX        SP                             Vector Multiply Word Low Unsigned, Modul
evmwlumia            EVX        SP                             Vector Multiply Word Low Unsigned, Modul
evmwlumiaaw          EVX        SP                             Vector Multiply Word Low Unsigned, Modul
evmwlumianw          EVX        SP                             Vector Multiply Word Low Unsigned, Modul
evmwlusiaaw          EVX        SP                             Vector Multiply Word Low Unsigned, Satur
evmwlusianw          EVX        SP                             Vector Multiply Word Low Unsigned, Satur
evmwsmf              EVX        SP                             Vector Multiply Word Signed, Modulo, Fra
evmwsmfa             EVX        SP                             Vector Multiply Word Signed, Modulo, Fra
evmwsmfaa            EVX        SP                             Vector Multiply Word Signed, Modulo, Fra
evmwsmfan            EVX        SP                             Vector Multiply Word Signed, Modulo, Fra
evmwsmi              EVX        SP                             Vector Multiply Word Signed, Modulo, Int
evmwsmia             EVX        SP                             Vector Multiply Word Signed, Modulo, Int
evmwsmiaa            EVX        SP                             Vector Multiply Word Signed, Modulo, Int
evmwsmian            EVX        SP                             Vector Multiply Word Signed, Modulo, Int
evmwssf              EVX        SP                             Vector Multiply Word Signed, Saturate, F
evmwssfa             EVX        SP                             Vector Multiply Word Signed, Saturate, F
evmwssfaa            EVX        SP                             Vector Multiply Word Signed, Saturate, F
evmwssfan            EVX        SP                             Vector Multiply Word Signed, Saturate, F
evmwumi              EVX        SP                             Vector Multiply Word Unsigned, Modulo, I
evmwumia             EVX        SP                             Vector Multiply Word Unsigned, Modulo, I
evmwumiaa            EVX        SP                             Vector Multiply Word Unsigned, Modulo, I
evmwumian            EVX        SP                             Vector Multiply Word Unsigned, Modulo, I
evnand               EVX        SP                             Vector NAND
evneg                EVX        SP                             Vector Negate
evnor                EVX        SP                             Vector NOR
evor                 EVX        SP                             Vector OR
evorc                EVX        SP                             Vector OR with Complement
evrlw                EVX        SP                             Vector Rotate Left Word
evrlwi               EVX        SP                             Vector Rotate Left Word Immediate
evrndw               EVX        SP                             Vector Round Word
evsel                EVS        SP                             Vector Select
evslw                EVX        SP                             Vector Shift Left Word
evslwi               EVX        SP                             Vector Shift Left Word Immediate
evsplatfi            EVX        SP                             Vector Splat Fractional Immediate
evsplati             EVX        SP                             Vector Splat Immediate
evsrwis              EVX        SP                             Vector Shift Right Word Immediate Signed
evsrwiu              EVX        SP                             Vector Shift Right Word Immediate Unsign
evsrws               EVX        SP                             Vector Shift Right Word Signed
evsrwu               EVX        SP                             Vector Shift Right Word Unsigned
evstdd               EVX        SP                             Vector Store Double of Double
evstddepx            EVX        P, E.PD                        Vector Store Doubleword into Doubleword 
evstddx              EVX        SP                             Vector Store Doubleword of Doubleword In
evstdh               EVX        SP                             Vector Store Double of Four Halfwords
evstdhx              EVX        SP                             Vector Store Double of Four Halfwords In
evstdw               EVX        SP                             Vector Store Double of Two Words
evstdwx              EVX        SP                             Vector Store Double of Two Words Indexed
evstwhe              EVX        SP                             Vector Store Word of Two Halfwords from 
evstwhex             EVX        SP                             Vector Store Word of Two Halfwords from 
evstwho              EVX        SP                             Vector Store Word of Two Halfwords from 
evstwhox             EVX        SP                             Vector Store Word of Two Halfwords from 
evstwwe              EVX        SP                             Vector Store Word of Word from Even
evstwwex             EVX        SP                             Vector Store Word of Word from Even Inde
evstwwo              EVX        SP                             Vector Store Word of Word from Odd
evstwwox             EVX        SP                             Vector Store Word of Word from Odd Index
evsubfsmiaaw         EVX        SP                             Vector Subtract Signed, Modulo, Integer 
evsubfssiaaw         EVX        SP                             Vector Subtract Signed, Saturate, Intege
evsubfumiaaw         EVX        SP                             Vector Subtract Unsigned, Modulo, Intege
evsubfusiaaw         EVX        SP                             Vector Subtract Unsigned, Saturate, Inte
evsubfw              EVX        SP                             Vector Subtract from Word
evsubifw             EVX        SP                             Vector Subtract Immediate from Word
evxor                EVX        SP                             Vector XOR
mfcr                 XFX        B                              Move From Condition Register
mfdcr                XFX        P, E.DC                        Move From Device Control Register
mfocrf               XFX        B                              Move From One Condition Register Field
mfpmr                XFX        O, E.PM                        Move From Performance Monitor Register
mfspr                XFX        O, B                           Move From Special Purpose Register
mfvscr               VX         V                              Move From VSCR
mtcrf                XFX        B                              Move To Condition Register Fields
mtdcr                XFX        P, E.DC                        Move To Device Control Register
mtocrf               XFX        B                              Move To One Condition Register Field
mtpmr                XFX        O, E.PM                        Move To Performance Monitor Register
mtspr                XFX        O, B                           Move To Special Purpose Register
mtvscr               VX         V                              Move To VSCR
mulhd                XO         SR, 64                         Multiply High Doubleword
mulhdu               XO         SR, 64                         Multiply High Doubleword Unsigned
mulhw                XO         SR, B                          Multiply High Word
mulhwu               XO         SR, B                          Multiply High Word Unsigned
sradi                XS         SR, 64                         Shift Right Algebraic Doubleword Immedia
to                   XO         SR, B, addme[o][.], Add        Minus One Extended
vaddcuw              VX         V                              Vector Add and write Carry-out Unsigned 
vaddfp               VX         V                              Vector Add Single-Precision
vaddsbs              VX         V                              Vector Add Signed Byte Saturate
vaddshs              VX         V                              Vector Add Signed Halfword Saturate
vaddsws              VX         V                              Vector Add Signed Word Saturate
vaddubm              VX         V                              Vector Add Unsigned Byte Modulo
vaddubs              VX         V                              Vector Add Unsigned Byte Saturate
vadduhm              VX         V                              Vector Add Unsigned Halfword Modulo
vadduhs              VX         V                              Vector Add Unsigned Halfword Saturate
vadduwm              VX         V                              Vector Add Unsigned Word Modulo
vadduws              VX         V                              Vector Add Unsigned Word Saturate
vand                 VX         V                              Vector Logical AND
vandc                VX         V                              Vector Logical AND with Complement
vavgsb               VX         V                              Vector Average Signed Byte
vavgsh               VX         V                              Vector Average Signed Halfword
vavgsw               VX         V                              Vector Average Signed Word
vavgub               VX         V                              Vector Average Unsigned Byte
vavguh               VX         V                              Vector Average Unsigned Halfword
vavguw               VX         V                              Vector Average Unsigned Word
vcfsx                VX         V                              Vector Convert From Signed Fixed-Point W
vcfux                VX         V                              Vector Convert From
vcmpbfp              VC         V                              Vector Compare Bounds Single-Precision
vcmpeqfp             VC         V                              Vector Compare Equal To Single-Precision
vcmpequb             VC         V                              Vector Compare Equal To Unsigned Byte
vcmpequh             VC         V                              Vector Compare Equal To Unsigned Halfwor
vcmpequw             VC         V                              Vector Compare Equal To Unsigned Word
vcmpgefp             VC         V                              Vector Compare Greater Than or Equal To 
vcmpgtfp             VC         V                              Vector Compare Greater Than Single-Preci
vcmpgtsb             VC         V                              Vector Compare Greater Than Signed Byte
vcmpgtsh             VC         V                              Vector Compare Greater Than Signed Halfw
vcmpgtsw             VC         V                              Vector Compare Greater Than Signed Word
vcmpgtub             VC         V                              Vector Compare Greater Than Unsigned Byt
vcmpgtuh             VC         V                              Vector Compare Greater Than Unsigned Hal
vcmpgtuw             VC         V                              Vector Compare Greater Than Unsigned Wor
vctsxs               VX         V                              Vector Convert To Signed Fixed-Point Wor
vctuxs               VX         V                              Vector Convert To Unsigned Fixed-Point W
vexptefp             VX         V                              Vector 2 Raised to the Exponent Estimate
vlogefp              VX         V                              Vector Log Base 2 Estimate Floating-Poin
vmaddfp              VA         V                              Vector Multiply-Add Single-Precision
vmaxfp               VX         V                              Vector Maximum Single-Precision
vmaxsb               VX         V                              Vector Maximum Signed Byte
vmaxsh               VX         V                              Vector Maximum Signed Halfword
vmaxsw               VX         V                              Vector Maximum Signed Word
vmaxub               VX         V                              Vector Maximum Unsigned Byte
vmaxuh               VX         V                              Vector Maximum Unsigned Halfword
vmaxuw               VX         V                              Vector Maximum Unsigned Word
vmhaddshs            VA         V                              Vector Multiply-High-Add Signed Halfword
vmhraddshs           VA         V                              Vector Multiply-High-Round-Add Signed Ha
vminfp               VX         V                              Vector Minimum Single-Precision
vminsb               VX         V                              Vector Minimum Signed Byte
vminsh               VX         V                              Vector Minimum Signed Halfword
vminsw               VX         V                              Vector Minimum Signed Word
vminub               VX         V                              Vector Minimum Unsigned Byte
vminuh               VX         V                              Vector Minimum Unsigned Halfword
vminuw               VX         V                              Vector Minimum Unsigned Word
vmladduhm            VA         V                              Vector Multiply-Low-Add Unsigned Halfwor
vmrghb               VX         V                              Vector Merge High Byte
vmrghh               VX         V                              Vector Merge High Halfword
vmrghw               VX         V                              Vector Merge High Word
vmrglb               VX         V                              Vector Merge Low Byte
vmrglh               VX         V                              Vector Merge Low Halfword
vmrglw               VX         V                              Vector Merge Low Word
vmsummbm             VA         V                              Vector Multiply-Sum Mixed Byte Modulo
vmsumshm             VA         V                              Vector Multiply-Sum Signed Halfword Modu
vmsumshs             VA         V                              Vector Multiply-Sum Signed Halfword Satu
vmsumubm             VA         V                              Vector Multiply-Sum Unsigned Byte Modulo
vmsumuhm             VA         V                              Vector Multiply-Sum Unsigned Halfword Mo
vmsumuhs             VA         V                              Vector Multiply-Sum Unsigned Halfword Sa
vmulesb              VX         V                              Vector Multiply Even Signed Byte
vmulesh              VX         V                              Vector Multiply Even Signed Halfword
vmuleub              VX         V                              Vector Multiply Even Unsigned Byte
vmuleuh              VX         V                              Vector Multiply Even Unsigned Halfword
vmulosb              VX         V                              Vector Multiply Odd Signed Byte
vmulosh              VX         V                              Vector Multiply Odd Signed Halfword
vmuloub              VX         V                              Vector Multiply Odd Unsigned Byte
vmulouh              VX         V                              Vector Multiply Odd Unsigned Halfword
vnmsubfp             VA         V                              Vector Negative Multiply-Subtract Single
vnor                 VX         V                              Vector Logical NOR
vor                  VX         V                              Vector Logical OR
vperm                VA         V                              Vector Permute
vpkpx                VX         V                              Vector Pack Pixel
vpkshss              VX         V                              Vector Pack Signed Halfword Signed Satur
vpkshus              VX         V                              Vector Pack Signed Halfword Unsigned Sat
vpkswss              VX         V                              Vector Pack Signed Word Signed Saturate
vpkswus              VX         V                              Vector Pack Signed Word Unsigned Saturat
vpkuhum              VX         V                              Vector Pack Unsigned Halfword Unsigned M
vpkuhus              VX         V                              Vector Pack Unsigned Halfword Unsigned S
vpkuwum              VX         V                              Vector Pack Unsigned Word Unsigned Modul
vpkuwus              VX         V                              Vector Pack Unsigned Word Unsigned Satur
vrefp                VX         V                              Vector Reciprocal Estimate Single-Precis
vrfim                VX         V                              Vector Round to Single-Precision Integer
vrfin                VX         V                              Vector Round to Single-Precision Integer
vrfip                VX         V                              Vector Round to Single-Precision Integer
vrfiz                VX         V                              Vector Round to Single-Precision Integer
vrlb                 VX         V                              Vector Rotate Left Byte
vrlh                 VX         V                              Vector Rotate Left Halfword
vrlw                 VX         V                              Vector Rotate Left Word
vrsqrtefp            VX         V                              Vector Reciprocal Square Root Estimate S
vsel                 VA         V                              Vector Select
vsl                  VX         V                              Vector Shift Left
vslb                 VX         V                              Vector Shift Left Byte
vsldoi               VA         V                              Vector Shift Left Double by Octet Immedi
vslh                 VX         V                              Vector Shift Left Halfword
vslo                 VX         V                              Vector Shift Left by Octet
vslw                 VX         V                              Vector Shift Left Word
vspltb               VX         V                              Vector Splat Byte
vsplth               VX         V                              Vector Splat Halfword
vspltisb             VX         V                              Vector Splat Immediate Signed Byte
vspltish             VX         V                              Vector Splat Immediate Signed Halfword
vspltisw             VX         V                              Vector Splat Immediate Signed Word
vspltw               VX         V                              Vector Splat Word
vsr                  VX         V                              Vector Shift Right
vsrab                VX         V                              Vector Shift Right Algebraic Word
vsrah                VX         V                              Vector Shift Right Algebraic Halfword
vsraw                VX         V                              Vector Shift Right Algebraic Word
vsrb                 VX         V                              Vector Shift Right Byte
vsrh                 VX         V                              Vector Shift Right Halfword
vsro                 VX         V                              Vector Shift Right by Octet
vsrw                 VX         V                              Vector Shift Right Word
vsubcuw              VX         V                              Vector Subtract and Write Carry-Out Unsi
vsubfp               VX         V                              Vector Subtract Single-Precision
vsubsbs              VX         V                              Vector Subtract Signed Byte Saturate
vsubshs              VX         V                              Vector Subtract Signed Halfword Saturate
vsubsws              VX         V                              Vector Subtract Signed Word Saturate
vsububm              VX         V                              Vector Subtract Unsigned Byte Modulo
vsububs              VX         V                              Vector Subtract Unsigned Byte Saturate
vsubuhm              VX         V                              Vector Subtract Unsigned Halfword Modulo
vsubuhs              VX         V                              Vector Subtract Unsigned Halfword Satura
vsubuwm              VX         V                              Vector Subtract Unsigned Word Modulo
vsubuws              VX         V                              Vector Subtract Unsigned Word Saturate
vsum2sws             VX         V                              Vector Sum across Half Signed Word Satur
vsum4sbs             VX         V                              Vector Sum across Quarter Signed Byte Sa
vsum4shs             VX         V                              Vector Sum across Quarter Signed Halfwor
vsum4ubs             VX         V                              Vector Sum across Quarter Unsigned Byte 
vsumsws              VX         V                              Vector Sum across Signed Word Saturate
vupkhpx              VX         V                              Vector Unpack High Pixel
